id,longitude,latitude,captured_at,captured_date,captured_year,compass_angle,height,width,lsoa_code,lsoa_name,borough,downloaded,imd_quintile
309460057240826,-0.11608039028953,51.543083139743,1529249116463,2018-06-17T15:25:16Z,2018,72.78857421875,3024,4032,E01002714,Islington 017D,Islington,TRUE,1
522580558756324,-0.115923061967,51.543136532466,1529249128462,2018-06-17T15:25:28Z,2018,55.410583496094,3024,4032,E01002714,Islington 017D,Islington,TRUE,1
478681976671225,-0.11624744161974,51.543026561897,1529249103464,2018-06-17T15:25:03Z,2018,73.142822265625,3024,4032,E01002714,Islington 017D,Islington,TRUE,1
131083592340153,-0.11719468049716,51.542421388488,1529248989976,2018-06-17T15:23:09Z,2018,358.75500488281,3024,4032,E01002714,Islington 017D,Islington,TRUE,1
823144504969088,-0.11663242243241,51.542943916332,1529249078480,2018-06-17T15:24:38Z,2018,63.03271484375,3024,4032,E01002714,Islington 017D,Islington,TRUE,1
286313783215334,-0.11716090142738,51.542237866718,1529248971974,2018-06-17T15:22:51Z,2018,1.7020263671875,3024,4032,E01002714,Islington 017D,Islington,TRUE,1
4142281882506246,-0.11707456782471,51.542778164196,1529249049472,2018-06-17T15:24:09Z,2018,69.974853515625,3024,4032,E01002714,Islington 017D,Islington,TRUE,1
942310456561526,-0.11646151542674,51.542975977111,1529249088463,2018-06-17T15:24:48Z,2018,70.789672851562,3024,4032,E01002714,Islington 017D,Islington,TRUE,1
343784117274597,-0.11719845235359,51.542746061507,1529249042471,2018-06-17T15:24:02Z,2018,77.4833984375,3024,4032,E01002714,Islington 017D,Islington,TRUE,1
306547054158495,-0.116816321388,51.542868353474,1529249065478,2018-06-17T15:24:25Z,2018,62.675537109375,3024,4032,E01002714,Islington 017D,Islington,TRUE,1
214554756767864,-0.11694858782004,51.542849619921,1529249058474,2018-06-17T15:24:18Z,2018,81.772644042969,3024,4032,E01002714,Islington 017D,Islington,TRUE,1
3792676377494847,-0.11726617813121,51.542525994639,1529249013971,2018-06-17T15:23:33Z,2018,3.8671875,3024,4032,E01002714,Islington 017D,Islington,TRUE,1
474614343793425,-0.11684486042338,51.539938637661,1501695942225,2017-08-02T17:45:42Z,2017,171.43896484375,2160,3840,E01002714,Islington 017D,Islington,TRUE,1
813550632599029,-0.11722493579236,51.542160111112,1501695862577,2017-08-02T17:44:22Z,2017,174.81359863281,2160,3840,E01002714,Islington 017D,Islington,TRUE,1
4249180331780375,-0.11722574999999,51.54157499,1496067534000,2017-05-29T14:18:54Z,2017,354.02362060547,2160,3840,E01002714,Islington 017D,Islington,TRUE,1
